fiscal_year,agency_name,vendor_name,vendor_clean,vendor_zip,amount,fiscal_period,date,category
2023,DEPARTMENT OF EMERGENCY MANAGEMENT,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,21769,31346.5,1,2023 Jan 01 12:00:00 AM,D52
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,21769,18367,1,2023 Jan 01 12:00:00 AM,S00
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,21769,38794.5,1,2024 Jan 01 12:00:00 AM,D52
2025,DEPARTMENT OF EMERGENCY MANAGEMENT,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,HOLY FAMILY CATHOLIC COMM. OF MIDDLETOWN,21769,32945.7,1,2025 Jan 01 12:00:00 AM,D52
2018,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,HOLY REDEEMER CATHOLIC SCHOOL,HOLY REDEEMER CATHOLIC SCHOOL,20895,27132,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2016,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,24100,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2016,MARYLAND STATE DEPARTMENT OF EDUCATION,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,1948.17,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2019,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,51372,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,2841.92,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2021,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,42345,1,2021 Jan 01 12:00:00 AM,614
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,50710.15,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,111480,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,35190,1,2023 Jan 01 12:00:00 AM,R00
2024,IAC ON SCHOOL CONSTRUCTION - CAPITAL,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,24548,1,2024 Jan 01 12:00:00 AM,614
2024,STATE DEPARTMENT OF EDUCATION,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,20495.86,1,2024 Jan 01 12:00:00 AM,R00
2026,IAC ON SCHOOL CONSTRUCTION - CAPITAL,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,21255.06,1,2026 Jan 01 12:00:00 AM,614
2026,STATE DEPARTMENT OF EDUCATION,HOLY REDEEMER CHURCH,HOLY REDEEMER CHURCH,20740,13000,1,2026 Jan 01 12:00:00 AM,R00
2020,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,HOLY TRINITY EPISCOPAL SCHOOL,HOLY TRINITY EPISCOPAL SCHOOL,20769,39998,1,2020 Jan 01 12:00:00 AM,614
2021,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,HOLY TRINITY EPISCOPAL SCHOOL,HOLY TRINITY EPISCOPAL SCHOOL,20769,35152,1,2021 Jan 01 12:00:00 AM,614
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,HOLY TRINITY EPISCOPAL SCHOOL,HOLY TRINITY EPISCOPAL SCHOOL,20769,219478.65,1,2021 Jan 01 12:00:00 AM,R00
2019,DHCD-COMMUNITY DEVELOPMENT ADM- CAPITAL,HOMES ON QUAKER LN LIMITED PARTNERSHIP,HOMES ON QUAKER LN LIMITED PARTNERSHIP,21403,100000,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,DHCD-COMMUNITY DEVELOPMENT ADM- CAPITAL,HOMES ON QUAKER LN LIMITED PARTNERSHIP,HOMES ON QUAKER LN LIMITED PARTNERSHIP,21403,2476281,1,2020 Jan 01 12:00:00 AM,606
2021,DHCD-COMMUNITY DEVELOPMENT ADM- CAPITAL,HOMES ON QUAKER LN LIMITED PARTNERSHIP,HOMES ON QUAKER LN LIMITED PARTNERSHIP,21403,423719,1,2021 Jan 01 12:00:00 AM,606
2022,DHCD-COMMUNITY DEVELOPMENT ADM- CAPITAL,HOMES ON QUAKER LN LIMITED PARTNERSHIP,HOMES ON QUAKER LN LIMITED PARTNERSHIP,21403,100000,1,2022 Jan 01 12:00:00 AM,606
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,HUBER MEMORIAL CHURCH,HUBER MEMORIAL CHURCH,21239,25000,1,2023 Jan 01 12:00:00 AM,S00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,HUNT'S CHURCH PRESCHOOL OF HUNT'S UNITED METHODIST,HUNT'S CHURCH PRESCHOOL OF HUNT'S UNITED METHODIST,21204,75500,1,2022 Jan 01 12:00:00 AM,R00
2018,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,IMMACULATE CONCEPTION CHURCH SCHOOL,IMMACULATE CONCEPTION CHURCH SCHOOL,21921,25000,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2019,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,IMMACULATE CONCEPTION CHURCH SCHOOL,IMMACULATE CONCEPTION CHURCH SCHOOL,21921,25300,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2018,MARYLAND STATE DEPARTMENT OF EDUCATION,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,37767.02,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2018,MD DEPARTMENT OF HUMAN SERVICES,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,444.48,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,36601.6,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2019,MD DEPARTMENT OF HUMAN SERVICES,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,832.6,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,51635.54,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,50531.69,1,2022 Jan 01 12:00:00 AM,R00
2022,MD DEPARTMENT OF HUMAN SERVICES,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,580,1,2022 Jan 01 12:00:00 AM,N00
2025,DEPARTMENT OF HUMAN SERVICES,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,1406,1,2025 Jan 01 12:00:00 AM,N00
2025,STATE DEPARTMENT OF EDUCATION,INTERNATIONAL COMMUNITY CHURCH OF GOD,INTERNATIONAL COMMUNITY CHURCH OF GOD,21702,230927.92,1,2025 Jan 01 12:00:00 AM,R00
2020,MARYLAND OFFICE OF PLANNING,JANES UNITED METHODIST CHURCH,JANES UNITED METHODIST CHURCH,21620,71735.35,1,2020 Jan 01 12:00:00 AM,624
2017,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,JOHN PAUL REGIONAL CATHOLIC SCHOOL,JOHN PAUL REGIONAL CATHOLIC SCHOOL,21244,34404,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2017,MILITARY DEPARTMENT,JOHN PAUL REGIONAL CATHOLIC SCHOOL,JOHN PAUL REGIONAL CATHOLIC SCHOOL,21244,16905,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,JOHN WESLEY AME ZION CHURCH INC,JOHN WESLEY AME ZION CHURCH INC,21230,25000,1,2023 Jan 01 12:00:00 AM,S00
2022,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",JOHN WESLEY UNITED METHODIST CHURCH,JOHN WESLEY UNITED METHODIST CHURCH,21061,52603.19,1,2022 Jan 01 12:00:00 AM,D21
2013,DHMH-GENERAL ACCOUNTING,KING FARM PRESBYTERIAN RET COMM INC,KING FARM PRESBYTERIAN RET COMM INC,20850,147251.44,1,2013 Jan 01 12:00:00 AM,Vendor Payment
2014,DHMH-GENERAL ACCOUNTING,KING FARM PRESBYTERIAN RET COMM INC,KING FARM PRESBYTERIAN RET COMM INC,20850,30083.75,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2016,DHMH-GENERAL ACCOUNTING,KING FARM PRESBYTERIAN RET COMM INC,KING FARM PRESBYTERIAN RET COMM INC,20850,29758.83,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,"MARYLAND DEPARTMENT OF HEALTH, MDH",KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,20850,47344.33,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2018,"MARYLAND DEPARTMENT OF HEALTH, MDH",KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,20850,234908.64,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2019,"MARYLAND DEPARTMENT OF HEALTH, MDH",KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,20850,50609.06,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,"MARYLAND DEPARTMENT OF HEALTH, MDH",KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,20850,53991.56,1,2020 Jan 01 12:00:00 AM,M00
2021,"MARYLAND DEPARTMENT OF HEALTH, MDH",KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,20850,63181.44,1,2021 Jan 01 12:00:00 AM,M00
2026,MARYLAND DEPARTMENT OF HEALTH,KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,KING FARM PRESBYTERIAN RETIREMENT COMMUNITY INC,20850,163381.33,1,2026 Jan 01 12:00:00 AM,M00
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KOINONIA BAPTIST CHURCH,KOINONIA BAPTIST CHURCH,21206,10552,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST CHURCH,KOINONIA BAPTIST CHURCH,21206,19481.49,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2016,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,167221.57,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,192509.56,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2018,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,182127.54,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,31071.14,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,118173.41,1,2020 Jan 01 12:00:00 AM,R00
2021,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,25000,1,2021 Jan 01 12:00:00 AM,S00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,86189.56,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,77206.28,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,92424.93,1,2023 Jan 01 12:00:00 AM,R00
2024,STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,56108,1,2024 Jan 01 12:00:00 AM,R00
2025,STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,114708.67,1,2025 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,KOINONIA BAPTIST DAY CARE,KOINONIA BAPTIST DAY CARE,21206,48975.54,1,2026 Jan 01 12:00:00 AM,R00
2012,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,LANCE A CUNNINGHAN/EPISCOPAL HOUSING CORP,LANCE A CUNNINGHAN/EPISCOPAL HOUSING CORP,21771,40000,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2012,MARYLAND STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,29164.5,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2015,MARYLAND STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,25328.06,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2018,MARYLAND STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,67518.28,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,99276.98,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,194814.63,1,2020 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,115048.24,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,127539.43,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,158910.28,1,2023 Jan 01 12:00:00 AM,R00
2024,STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,161875.08,1,2024 Jan 01 12:00:00 AM,R00
2025,STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,206493.55,1,2025 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,LANSDOWNE CHURCH OF GOD,LANSDOWNE CHURCH OF GOD,21227,88207.36,1,2026 Jan 01 12:00:00 AM,R00
2023,DEPARTMENT OF EMERGENCY MANAGEMENT,LEONARDTOWN BAPTIST CHURCH,LEONARDTOWN BAPTIST CHURCH,20650,57100.34,1,2023 Jan 01 12:00:00 AM,D52
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,LEONARDTOWN BAPTIST CHURCH,LEONARDTOWN BAPTIST CHURCH,20650,70641.84,1,2024 Jan 01 12:00:00 AM,D52
2023,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",LEXINGTON PARK BAPTIST CHURCH,LEXINGTON PARK BAPTIST CHURCH,20653,50000,1,2023 Jan 01 12:00:00 AM,D21
2023,STATE DEPARTMENT OF EDUCATION,LEXINGTON PARK BAPTIST CHURCH,LEXINGTON PARK BAPTIST CHURCH,20653,22032,1,2023 Jan 01 12:00:00 AM,R00
2024,GOV OFFICE CRIME PREVENTION AND POLICY,LEXINGTON PARK BAPTIST CHURCH,LEXINGTON PARK BAPTIST CHURCH,20653,35294.91,1,2024 Jan 01 12:00:00 AM,D21
2024,STATE DEPARTMENT OF EDUCATION,LEXINGTON PARK BAPTIST CHURCH,LEXINGTON PARK BAPTIST CHURCH,20653,37000,1,2024 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,LEXINGTON PARK BAPTIST PRESCHOOL,LEXINGTON PARK BAPTIST PRESCHOOL,20653,79144,1,2022 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,LEXINGTON PARK BAPTIST PRESCHOOL,LEXINGTON PARK BAPTIST PRESCHOOL,20653,45813.86,1,2026 Jan 01 12:00:00 AM,R00
2022,"MARYLAND DEPARTMENT OF HEALTH, MDH","LIBERTY GRACE CHURCH OF GOD,INC","LIBERTY GRACE CHURCH OF GOD,INC",21215,16666.67,1,2022 Jan 01 12:00:00 AM,M00
2022,MARYLAND OFFICE OF PLANNING,"LIBERTY GRACE CHURCH OF GOD,INC","LIBERTY GRACE CHURCH OF GOD,INC",21215,99660.91,1,2022 Jan 01 12:00:00 AM,624
2016,MARYLAND STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,25895.62,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,MARYLAND STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,42261.39,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2018,MARYLAND STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,33193.13,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,32195.4,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,124605.6,1,2020 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,81699.73,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,127098.89,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,LIFE SOURCE CHURCH & SCHOOL OF  PERRY HALL,21236,28740.62,1,2023 Jan 01 12:00:00 AM,R00
2021,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,"LIFEPOINT WESLEYAN CHURCH, INC.","LIFEPOINT WESLEYAN CHURCH, INC.",20603,25000,1,2021 Jan 01 12:00:00 AM,S00
2021,"MARYLAND DEPARTMENT OF HEALTH, MDH",LIGHTHOUSE BAPTIST CHURCH OF WHITE PLAINS,LIGHTHOUSE BAPTIST CHURCH OF WHITE PLAINS,20603,28500,1,2021 Jan 01 12:00:00 AM,M00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,LINDA CHURCH,LINDA CHURCH,21113,32624,1,2022 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,LITTLE LAMB PRESCHOOL AT WYE BIBLE CHURCH,LITTLE LAMB PRESCHOOL AT WYE BIBLE CHURCH,21658,26560,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,LITTLE LAMB PRESCHOOL AT WYE BIBLE CHURCH,LITTLE LAMB PRESCHOOL AT WYE BIBLE CHURCH,21658,47000,1,2022 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,LITTLE PEBBLES DAY CARE AT CORNSTONE CHURCH,LITTLE PEBBLES DAY CARE AT CORNSTONE CHURCH,20715,43575,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,LITTLE PEBBLES DAY CARE AT CORNSTONE CHURCH,LITTLE PEBBLES DAY CARE AT CORNSTONE CHURCH,20715,103960,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,LITTLE PEBBLES DAY CARE AT CORNSTONE CHURCH,LITTLE PEBBLES DAY CARE AT CORNSTONE CHURCH,20715,39280,1,2023 Jan 01 12:00:00 AM,R00
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,20905,64485.58,1,2020 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,20905,193331.04,1,2022 Jan 01 12:00:00 AM,R00
2023,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,20905,109000,1,2023 Jan 01 12:00:00 AM,D21
2023,STATE DEPARTMENT OF EDUCATION,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,20905,81498.95,1,2023 Jan 01 12:00:00 AM,R00
2024,STATE DEPARTMENT OF EDUCATION,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,20905,66499.99,1,2024 Jan 01 12:00:00 AM,R00
2025,STATE DEPARTMENT OF EDUCATION,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,20905,221265.64,1,2025 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,LIVING WORD INTERNATIONAL CHRISTIAN CHURCH,20905,147476.37,1,2026 Jan 01 12:00:00 AM,R00
2026,MARYLAND OFFICE OF PLANNING,LOCUST UNITED METHODIST CHURCH,LOCUST UNITED METHODIST CHURCH,21150,65911,1,2026 Jan 01 12:00:00 AM,624
2008,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,2857904.51,1,2008 Jan 01 12:00:00 AM,Vendor Payment
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,65996,1,2008 Jan 01 12:00:00 AM,Vendor Payment
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,2636509,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,62991.2,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,2662374.03,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,125925,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2011,DHMH-GENERAL ACCOUNTING,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,3996363.27,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2011,MARYLAND STATE DEPARTMENT OF EDUCATION,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,134176,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2012,DHMH-GENERAL ACCOUNTING,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,4412485.79,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2012,MARYLAND STATE DEPARTMENT OF EDUCATION,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,78125.2,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2013,DHMH-GENERAL ACCOUNTING,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,5029537.39,1,2013 Jan 01 12:00:00 AM,Vendor Payment
2013,MARYLAND STATE DEPARTMENT OF EDUCATION,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,69537.3,1,2013 Jan 01 12:00:00 AM,Vendor Payment
2014,DHMH-GENERAL ACCOUNTING,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,LT JOSEPH P KENNEDY INSTITUTE OF CATHOLIC COMM SVC,20017,3126240.71,1,2014 Jan 01 12:00:00 AM,Vendor Payment
